File Name,School Name,City,Country,Address,Course Name,Lessons Per Week,Description,Requirements,Duration,Price,Currency,Accommodations,Additional Fees,Terms
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,Vancouver,CA,Not specified,Super Intensive IELTS Preparation Course (July-August Dates),30,Advanced preparation for the IELTS examination,16+ years,5-9 weeks,475,USD,"Type: Not specified, Price/week: Not specified, Description: Not specified | Type: Homestay - Full-Board Accommodation (Single Room), Price/week: $375, Description: Meals included. Additional charge during summer season., Supplements: Seasonal Supplement: $30/pw (June 1 - August 31) | Type: Homestay - Full-Board Accommodation (Shared Room), Price/week: $355, Description: Meals included. Additional charge during summer season., Supplements: Seasonal Supplement: $30/pw (June 1 - August 31) | Type: RCasa Canada, Price/week: $600, Description: Economy downtown accommodation.",registration_fee: 195 USD; materials_and_examination_fee: 575 USD; private_lessons: 85 USD General lesson / 95 USD Exam Preparation lesson; cambridge_examination_fee: 575 USD; materials_fee: 20 USD per week; Accommodation Placement Fee: $275; Airport Transfer Fee (to homestay or residence): $150; Medical Insurance: $3 per day,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,Vancouver,CA,Not specified,Cambridge Examination Preparation Course,30,Classes and individualized sessions for the Cambridge exams,,2-4 weeks,915,USD,"Type: Not specified, Price/week: Not specified, Description: Not specified | Type: Homestay - Full-Board Accommodation (Single Room), Price/week: $375, Description: Meals included. Additional charge during summer season., Supplements: Seasonal Supplement: $30/pw (June 1 - August 31) | Type: Homestay - Full-Board Accommodation (Shared Room), Price/week: $355, Description: Meals included. Additional charge during summer season., Supplements: Seasonal Supplement: $30/pw (June 1 - August 31) | Type: RCasa Canada, Price/week: $600, Description: Economy downtown accommodation.",registration_fee: 195 USD; materials_and_examination_fee: 575 USD; private_lessons: 85 USD General lesson / 95 USD Exam Preparation lesson; cambridge_examination_fee: 575 USD; materials_fee: 20 USD per week; Accommodation Placement Fee: $275; Airport Transfer Fee (to homestay or residence): $150; Medical Insurance: $3 per day,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,Vancouver,CA,Not specified,Cambridge Examination Preparation Course,30,Classes and individualized sessions for the Cambridge exams,,5-11 weeks,890,USD,"Type: Not specified, Price/week: Not specified, Description: Not specified | Type: Homestay - Full-Board Accommodation (Single Room), Price/week: $375, Description: Meals included. Additional charge during summer season., Supplements: Seasonal Supplement: $30/pw (June 1 - August 31) | Type: Homestay - Full-Board Accommodation (Shared Room), Price/week: $355, Description: Meals included. Additional charge during summer season., Supplements: Seasonal Supplement: $30/pw (June 1 - August 31) | Type: RCasa Canada, Price/week: $600, Description: Economy downtown accommodation.",registration_fee: 195 USD; materials_and_examination_fee: 575 USD; private_lessons: 85 USD General lesson / 95 USD Exam Preparation lesson; cambridge_examination_fee: 575 USD; materials_fee: 20 USD per week; Accommodation Placement Fee: $275; Airport Transfer Fee (to homestay or residence): $150; Medical Insurance: $3 per day,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,Vancouver,CA,Not specified,Cambridge Examination Preparation Course,30,Classes and individualized sessions for the Cambridge exams,,12 weeks,870,USD,"Type: Not specified, Price/week: Not specified, Description: Not specified | Type: Homestay - Full-Board Accommodation (Single Room), Price/week: $375, Description: Meals included. Additional charge during summer season., Supplements: Seasonal Supplement: $30/pw (June 1 - August 31) | Type: Homestay - Full-Board Accommodation (Shared Room), Price/week: $355, Description: Meals included. Additional charge during summer season., Supplements: Seasonal Supplement: $30/pw (June 1 - August 31) | Type: RCasa Canada, Price/week: $600, Description: Economy downtown accommodation.",registration_fee: 195 USD; materials_and_examination_fee: 575 USD; private_lessons: 85 USD General lesson / 95 USD Exam Preparation lesson; cambridge_examination_fee: 575 USD; materials_fee: 20 USD per week; Accommodation Placement Fee: $275; Airport Transfer Fee (to homestay or residence): $150; Medical Insurance: $3 per day,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,Vancouver,CA,Not specified,Cambridge Examination Fast Track Preparation Courses,30,Fast-track preparation for the Cambridge Exams.,,4 weeks,2000,USD,"Type: Not specified, Price/week: Not specified, Description: Not specified | Type: Homestay - Full-Board Accommodation (Single Room), Price/week: $375, Description: Meals included. Additional charge during summer season., Supplements: Seasonal Supplement: $30/pw (June 1 - August 31) | Type: Homestay - Full-Board Accommodation (Shared Room), Price/week: $355, Description: Meals included. Additional charge during summer season., Supplements: Seasonal Supplement: $30/pw (June 1 - August 31) | Type: RCasa Canada, Price/week: $600, Description: Economy downtown accommodation.",registration_fee: 195 USD; materials_and_examination_fee: 575 USD; private_lessons: 85 USD General lesson / 95 USD Exam Preparation lesson; cambridge_examination_fee: 575 USD; materials_fee: 20 USD per week; Accommodation Placement Fee: $275; Airport Transfer Fee (to homestay or residence): $150; Medical Insurance: $3 per day,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,London,GB,Exact address not provided,Standard General English,20,Morning classes Monday to Friday,,2-4 weeks,£275,GBP,"Type: Homestay - Single, Price/week: £280 - £335, Description: Host family accommodation with options for standard or premium packages., Supplements: Summer: £35 p/w; Christmas Holidays: £350 | Type: Residential, Price/week: £275 - £560, Description: Accommodation in Rathbone Apartments, minimum age 18., Supplements: Minimum Stay: 4 weeks",registration_fee: £75; Accommodation Placement Fee: £75,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,London,GB,Exact address not provided,Standard General English,20,Morning classes Monday to Friday,,5-11 weeks,£265,GBP,"Type: Homestay - Single, Price/week: £280 - £335, Description: Host family accommodation with options for standard or premium packages., Supplements: Summer: £35 p/w; Christmas Holidays: £350 | Type: Residential, Price/week: £275 - £560, Description: Accommodation in Rathbone Apartments, minimum age 18., Supplements: Minimum Stay: 4 weeks",registration_fee: £75; Accommodation Placement Fee: £75,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,London,GB,Exact address not provided,Standard General English,20,Morning classes Monday to Friday,,12-23 weeks,£255,GBP,"Type: Homestay - Single, Price/week: £280 - £335, Description: Host family accommodation with options for standard or premium packages., Supplements: Summer: £35 p/w; Christmas Holidays: £350 | Type: Residential, Price/week: £275 - £560, Description: Accommodation in Rathbone Apartments, minimum age 18., Supplements: Minimum Stay: 4 weeks",registration_fee: £75; Accommodation Placement Fee: £75,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,London,GB,Exact address not provided,Standard General English,20,Morning classes Monday to Friday,,24-35 weeks,£250,GBP,"Type: Homestay - Single, Price/week: £280 - £335, Description: Host family accommodation with options for standard or premium packages., Supplements: Summer: £35 p/w; Christmas Holidays: £350 | Type: Residential, Price/week: £275 - £560, Description: Accommodation in Rathbone Apartments, minimum age 18., Supplements: Minimum Stay: 4 weeks",registration_fee: £75; Accommodation Placement Fee: £75,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,London,GB,Exact address not provided,Standard General English,20,Morning classes Monday to Friday,,36+ weeks,£240,GBP,"Type: Homestay - Single, Price/week: £280 - £335, Description: Host family accommodation with options for standard or premium packages., Supplements: Summer: £35 p/w; Christmas Holidays: £350 | Type: Residential, Price/week: £275 - £560, Description: Accommodation in Rathbone Apartments, minimum age 18., Supplements: Minimum Stay: 4 weeks",registration_fee: £75; Accommodation Placement Fee: £75,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,London,GB,Exact address not provided,Intensive General English,30,Classes from Monday to Friday,,2-4 weeks,£390,GBP,"Type: Homestay - Single, Price/week: £280 - £335, Description: Host family accommodation with options for standard or premium packages., Supplements: Summer: £35 p/w; Christmas Holidays: £350 | Type: Residential, Price/week: £275 - £560, Description: Accommodation in Rathbone Apartments, minimum age 18., Supplements: Minimum Stay: 4 weeks",registration_fee: £75; Accommodation Placement Fee: £75,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,London,GB,Exact address not provided,Intensive General English,30,Classes from Monday to Friday,,5-11 weeks,£370,GBP,"Type: Homestay - Single, Price/week: £280 - £335, Description: Host family accommodation with options for standard or premium packages., Supplements: Summer: £35 p/w; Christmas Holidays: £350 | Type: Residential, Price/week: £275 - £560, Description: Accommodation in Rathbone Apartments, minimum age 18., Supplements: Minimum Stay: 4 weeks",registration_fee: £75; Accommodation Placement Fee: £75,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,London,GB,Exact address not provided,Intensive General English,30,Classes from Monday to Friday,,12-23 weeks,£365,GBP,"Type: Homestay - Single, Price/week: £280 - £335, Description: Host family accommodation with options for standard or premium packages., Supplements: Summer: £35 p/w; Christmas Holidays: £350 | Type: Residential, Price/week: £275 - £560, Description: Accommodation in Rathbone Apartments, minimum age 18., Supplements: Minimum Stay: 4 weeks",registration_fee: £75; Accommodation Placement Fee: £75,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,London,GB,Exact address not provided,Intensive General English,30,Classes from Monday to Friday,,24-35 weeks,£355,GBP,"Type: Homestay - Single, Price/week: £280 - £335, Description: Host family accommodation with options for standard or premium packages., Supplements: Summer: £35 p/w; Christmas Holidays: £350 | Type: Residential, Price/week: £275 - £560, Description: Accommodation in Rathbone Apartments, minimum age 18., Supplements: Minimum Stay: 4 weeks",registration_fee: £75; Accommodation Placement Fee: £75,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,London,GB,Exact address not provided,Intensive General English,30,Classes from Monday to Friday,,36+ weeks,£345,GBP,"Type: Homestay - Single, Price/week: £280 - £335, Description: Host family accommodation with options for standard or premium packages., Supplements: Summer: £35 p/w; Christmas Holidays: £350 | Type: Residential, Price/week: £275 - £560, Description: Accommodation in Rathbone Apartments, minimum age 18., Supplements: Minimum Stay: 4 weeks",registration_fee: £75; Accommodation Placement Fee: £75,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,London,GB,Exact address not provided,Standard English Course,15,Standard English course suitable for general improvement.,Basic competency in English.,1-4 weeks,£250,GBP,"Type: Homestay - Single, Price/week: £280 - £335, Description: Host family accommodation with options for standard or premium packages., Supplements: Summer: £35 p/w; Christmas Holidays: £350 | Type: Residential, Price/week: £275 - £560, Description: Accommodation in Rathbone Apartments, minimum age 18., Supplements: Minimum Stay: 4 weeks",registration_fee: £75; Accommodation Placement Fee: £75,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,London,GB,Exact address not provided,Standard English Course,15,Standard English course suitable for general improvement.,Basic competency in English.,5-12 weeks,£240,GBP,"Type: Homestay - Single, Price/week: £280 - £335, Description: Host family accommodation with options for standard or premium packages., Supplements: Summer: £35 p/w; Christmas Holidays: £350 | Type: Residential, Price/week: £275 - £560, Description: Accommodation in Rathbone Apartments, minimum age 18., Supplements: Minimum Stay: 4 weeks",registration_fee: £75; Accommodation Placement Fee: £75,"cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
2025_CES_Adult_Price_List_as_at_8th_August.pdf,Centre of English Studies,Oxford,GB,6th January - 19th December 2025,Standard General English,20,20 lessons per week 09:30-13:00 Mon to Fri,,2-4 weeks,£275,GBP,"Type: Homestay - Single Room, Price/week: £280, Description: Single room accommodation with half board meal plan., Supplements: Summer Supplement: £35/week in July and August; Special Diet Supplement: £35/week | Type: Homestay - Premium Single Room, Price/week: £335, Description: Premium single room accommodation with half board meal plan., Supplements: Summer Supplement: £35/week in July and August; Special Diet Supplement: £35/week | Type: Homestay - Shared Room, Price/week: £235, Description: Shared room accommodation with half board meal plan., Supplements: Summer Supplement: £35/week in July and August | Type: Homestay - Premium Shared Room, Price/week: £275, Description: Premium shared room accommodation with half board meal plan., Supplements: Summer Supplement: £35/week in July and August | Type: Christmas Homestay Accommodation, Price/week: £350, Description: Special accommodation fee during Christmas holidays.","registration: £75; Placement Fee: £75; Airport Transfer Fee: Varied by locations, starting £165; IELTS Exam: £220; Digital E-Book: £32","cancellation: Written notice required; refer to specific terms for fees and notice period.; Cancellation Notice Required: 14 Days; Special Offers are Non-refundable: True; Insurance Policy: - Medical insurance for EU citizens.; Refund Policy: Details available upon demand.; maximum_class_size: 16 students; minimum_age: 16; registration_fee: 195 USD; cancellation_policy: Notice required. Refund terms apply.; registration_option: Specific timelines apply. Consult office for details.; Accommodation: Conditions for homestay or residence; Medical Insurance: Details about insurance recommendations; Lessons and tuition policies: Standard lessons - 15 hours per week.; Tuition: 15 contact hours for Standard Course, 22 contact hours for Intensive Course; Holidays: January 1st; April 18th.; Social Activities: Organized free and paid activities weekly.; medical_insurance: Students are advised to have travel and medical insurance.; tuition_hours: Lessons are 45 minutes long, not including breaks.; social_activities: Varied activities available. Costs may apply.; policy_of_care: Under-18 students are accepted under special care policies.; medical: Insurance coverage is recommended"
